clip,start,,,,id
3001_21_JUMP_STREET_01.31.48.029-01.31.50.550,01.31.48.029,01.31.50.550,01.31.48.029,01.31.50.550,"[3001_PERSON9],[3001_PERSON14]"
3001_21_JUMP_STREET_01.31.50.914-01.31.52.120,01.31.50.914,01.31.52.120,01.31.50.517,01.31.52.517,[3001_PERSON17]
3001_21_JUMP_STREET_01.31.56.063-01.32.00.736,01.31.56.063,01.32.00.736,01.31.56.063,01.32.00.736,[3001_PERSON10]
3001_21_JUMP_STREET_01.32.27.851-01.32.31.861,01.32.27.851,01.32.31.861,01.32.27.851,01.32.31.861,"[3001_PERSON17],[3001_PERSON10]"
3001_21_JUMP_STREET_01.32.31.861-01.32.35.125,01.32.31.861,01.32.35.125,01.32.31.861,01.32.35.125,"[3001_PERSON9],[3001_PERSON14]"
3001_21_JUMP_STREET_01.32.35.462-01.32.36.405,01.32.35.462,01.32.36.405,01.32.34.934,01.32.36.934,"[3001_PERSON20],[3001_PERSON6],[3001_PERSON12]"
3001_21_JUMP_STREET_01.32.36.888-01.32.38.134,01.32.36.888,01.32.38.134,01.32.36.511,01.32.38.511,"[3001_PERSON17],[3001_PERSON4]"
3001_21_JUMP_STREET_01.32.36.834-01.32.38.926,01.32.36.834,01.32.38.926,01.32.36.834,01.32.38.926,"[3001_PERSON5],[3001_PERSON5]"
3001_21_JUMP_STREET_01.32.43.225-01.32.45.073,01.32.43.225,01.32.45.073,01.32.43.149,01.32.45.149,"[3001_PERSON4],[3001_PERSON20]"
3001_21_JUMP_STREET_01.32.57.581-01.33.01.339,01.32.57.581,01.33.01.339,01.32.57.581,01.33.01.339,[3001_PERSON10]
3001_21_JUMP_STREET_01.33.01.339-01.33.08.607,01.33.01.339,01.33.08.607,01.33.01.339,01.33.08.607,[3001_PERSON10]
3001_21_JUMP_STREET_01.33.08.607-01.33.11.218,01.33.08.607,01.33.11.218,01.33.08.607,01.33.11.218,_
3001_21_JUMP_STREET_01.33.11.218-01.33.14.059,01.33.11.218,01.33.14.059,01.33.11.218,01.33.14.059,"[3001_PERSON10],[3001_PERSON17]"
3001_21_JUMP_STREET_01.33.14.059-01.33.18.086,01.33.14.059,01.33.18.086,01.33.14.059,01.33.18.086,[3001_PERSON17]
3001_21_JUMP_STREET_01.33.19.891-01.33.26.724,01.33.19.891,01.33.26.724,01.33.19.891,01.33.26.724,[3001_PERSON17]
3001_21_JUMP_STREET_01.33.26.752-01.33.29.688,01.33.26.752,01.33.29.688,01.33.26.752,01.33.29.688,[3001_PERSON17]
3001_21_JUMP_STREET_01.33.29.688-01.33.32.507,01.33.29.688,01.33.32.507,01.33.29.688,01.33.32.507,_
3001_21_JUMP_STREET_01.33.32.507-01.33.36.190,01.33.32.507,01.33.36.190,01.33.32.507,01.33.36.190,"[3001_PERSON17],[3001_PERSON10]"
3001_21_JUMP_STREET_01.33.36.190-01.33.41.654,01.33.36.190,01.33.41.654,01.33.36.190,01.33.41.654,[3001_PERSON10]
3001_21_JUMP_STREET_01.33.39.277-01.33.42.023,01.33.39.277,01.33.42.023,01.33.39.277,01.33.42.023,_
3001_21_JUMP_STREET_01.33.42.023-01.33.44.238,01.33.42.023,01.33.44.238,01.33.42.023,01.33.44.238,_
3001_21_JUMP_STREET_01.33.44.238-01.33.45.762,01.33.44.238,01.33.45.762,01.33.44.000,01.33.46.000,[3001_PERSON10]
3001_21_JUMP_STREET_01.33.45.762-01.33.50.876,01.33.45.762,01.33.50.876,01.33.45.762,01.33.50.876,_
3001_21_JUMP_STREET_01.33.50.876-01.33.53.699,01.33.50.876,01.33.53.699,01.33.50.876,01.33.53.699,[3001_PERSON10]
3001_21_JUMP_STREET_01.33.54.443-01.33.56.819,01.33.54.443,01.33.56.819,01.33.54.443,01.33.56.819,"[3001_PERSON6],[3001_PERSON20]"
3001_21_JUMP_STREET_01.33.57.519-01.34.00.173,01.33.57.519,01.34.00.173,01.33.57.519,01.34.00.173,_
3001_21_JUMP_STREET_01.34.02.994-01.34.05.722,01.34.02.994,01.34.05.722,01.34.02.994,01.34.05.722,"[3001_PERSON6],[3001_PERSON20]"
3001_21_JUMP_STREET_01.34.04.114-01.34.05.580,01.34.04.114,01.34.05.580,01.34.03.847,01.34.05.847,[3001_PERSON12]
3001_21_JUMP_STREET_01.34.06.147-01.34.09.218,01.34.06.147,01.34.09.218,01.34.06.147,01.34.09.218,"[3001_PERSON4],[3001_PERSON2]"
3001_21_JUMP_STREET_01.34.11.287-01.34.15.267,01.34.11.287,01.34.15.267,01.34.11.287,01.34.15.267,"[3001_PERSON10],[3001_PERSON17],[3001_PERSON10],[3001_PERSON17]"
3001_21_JUMP_STREET_01.34.15.924-01.34.19.367,01.34.15.924,01.34.19.367,01.34.15.924,01.34.19.367,[3001_PERSON17]
3001_21_JUMP_STREET_01.34.19.011-01.34.23.127,01.34.19.011,01.34.23.127,01.34.19.011,01.34.23.127,_
3001_21_JUMP_STREET_01.34.24.040-01.34.26.939,01.34.24.040,01.34.26.939,01.34.24.040,01.34.26.939,[3001_PERSON20]
3001_21_JUMP_STREET_01.34.25.822-01.34.26.763,01.34.25.822,01.34.26.763,01.34.25.293,01.34.27.293,"[3001_PERSON12],[3001_PERSON6]"
3001_21_JUMP_STREET_01.34.26.763-01.34.32.833,01.34.26.763,01.34.32.833,01.34.26.763,01.34.32.833,[3001_PERSON4]
3001_21_JUMP_STREET_01.34.30.833-01.34.34.373,01.34.30.833,01.34.34.373,01.34.30.833,01.34.34.373,"[3001_PERSON17],[3001_PERSON10]"
3001_21_JUMP_STREET_01.34.34.373-01.34.38.694,01.34.34.373,01.34.38.694,01.34.34.373,01.34.38.694,_
3001_21_JUMP_STREET_01.34.39.574-01.34.41.049,01.34.39.574,01.34.41.049,01.34.39.312,01.34.41.312,[3001_PERSON17]
3001_21_JUMP_STREET_01.34.45.280-01.34.48.530,01.34.45.280,01.34.48.530,01.34.45.280,01.34.48.530,"[3001_PERSON20],[3001_PERSON12]"
3001_21_JUMP_STREET_01.34.52.081-01.34.55.062,01.34.52.081,01.34.55.062,01.34.52.081,01.34.55.062,_
3001_21_JUMP_STREET_01.34.59.950-01.35.02.014,01.34.59.950,01.35.02.014,01.34.59.950,01.35.02.014,_
3001_21_JUMP_STREET_01.35.05.751-01.35.08.873,01.35.05.751,01.35.08.873,01.35.05.751,01.35.08.873,[3001_PERSON20]
3001_21_JUMP_STREET_01.35.09.929-01.35.11.083,01.35.09.929,01.35.11.083,01.35.09.506,01.35.11.506,[3001_PERSON6]
3001_21_JUMP_STREET_01.35.17.399-01.35.20.779,01.35.17.399,01.35.20.779,01.35.17.399,01.35.20.779,"[3001_PERSON6],[3001_PERSON4]"
3001_21_JUMP_STREET_01.35.22.452-01.35.23.404,01.35.22.452,01.35.23.404,01.35.21.928,01.35.23.928,[3001_PERSON6]
3001_21_JUMP_STREET_01.35.35.193-01.35.38.862,01.35.35.193,01.35.38.862,01.35.35.193,01.35.38.862,[3001_PERSON4]
3001_21_JUMP_STREET_01.35.38.862-01.35.41.727,01.35.38.862,01.35.41.727,01.35.38.862,01.35.41.727,"[3001_PERSON10],[3001_PERSON11]"
3001_21_JUMP_STREET_01.35.42.068-01.35.45.086,01.35.42.068,01.35.45.086,01.35.42.068,01.35.45.086,[3001_PERSON10]
3001_21_JUMP_STREET_01.35.45.086-01.35.49.372,01.35.45.086,01.35.49.372,01.35.45.086,01.35.49.372,[3001_PERSON4]
3001_21_JUMP_STREET_01.35.49.452-01.35.52.349,01.35.49.452,01.35.52.349,01.35.49.452,01.35.52.349,"[3001_PERSON10],[3001_PERSON11]"
3001_21_JUMP_STREET_01.35.53.418-01.36.01.037,01.35.53.418,01.36.01.037,01.35.53.418,01.36.01.037,"[3001_PERSON17],[3001_PERSON11]"
3001_21_JUMP_STREET_01.36.04.914-01.36.06.818,01.36.04.914,01.36.06.818,01.36.04.866,01.36.06.866,[3001_PERSON10]
3001_21_JUMP_STREET_01.36.07.858-01.36.19.503,01.36.07.858,01.36.19.503,01.36.07.858,01.36.19.503,_
3001_21_JUMP_STREET_01.36.16.703-01.36.18.627,01.36.16.703,01.36.18.627,01.36.16.665,01.36.18.665,_
3001_21_JUMP_STREET_01.36.18.627-01.36.20.356,01.36.18.627,01.36.20.356,01.36.18.492,01.36.20.492,_
3001_21_JUMP_STREET_01.36.21.189-01.36.25.552,01.36.21.189,01.36.25.552,01.36.21.189,01.36.25.552,"[3001_PERSON10],[3001_PERSON11]"
3001_21_JUMP_STREET_01.36.27.741-01.36.30.413,01.36.27.741,01.36.30.413,01.36.27.741,01.36.30.413,[3001_PERSON17]
3001_21_JUMP_STREET_01.36.48.692-01.37.01.653,01.36.48.692,01.37.01.653,01.36.48.692,01.37.01.653,[3001_PERSON10]
3001_21_JUMP_STREET_01.37.01.653-01.37.09.211,01.37.01.653,01.37.09.211,01.37.01.653,01.37.09.211,[3001_PERSON10]
3001_21_JUMP_STREET_01.37.09.211-01.37.11.991,01.37.09.211,01.37.11.991,01.37.09.211,01.37.11.991,_
3001_21_JUMP_STREET_01.37.14.158-01.37.15.261,01.37.14.158,01.37.15.261,01.37.13.710,01.37.15.710,[3001_PERSON20]
3001_21_JUMP_STREET_01.37.15.799-01.37.18.686,01.37.15.799,01.37.18.686,01.37.15.799,01.37.18.686,[3001_PERSON12]
3001_21_JUMP_STREET_01.37.23.030-01.37.26.915,01.37.23.030,01.37.26.915,01.37.23.030,01.37.26.915,_
3001_21_JUMP_STREET_01.37.26.987-01.37.30.280,01.37.26.987,01.37.30.280,01.37.26.987,01.37.30.280,_
3001_21_JUMP_STREET_01.37.34.920-01.37.41.870,01.37.34.920,01.37.41.870,01.37.34.920,01.37.41.870,"[3001_PERSON20],[3001_PERSON12]"
3001_21_JUMP_STREET_01.37.41.870-01.37.45.659,01.37.41.870,01.37.45.659,01.37.41.870,01.37.45.659,_
3001_21_JUMP_STREET_01.37.45.659-01.37.48.716,01.37.45.659,01.37.48.716,01.37.45.659,01.37.48.716,_
3001_21_JUMP_STREET_01.37.50.652-01.37.51.700,01.37.50.652,01.37.51.700,01.37.50.176,01.37.52.176,"[3001_PERSON20],[3001_PERSON10]"
3001_21_JUMP_STREET_01.37.56.727-01.37.57.415,01.37.56.727,01.37.57.415,01.37.56.071,01.37.58.071,"[3001_PERSON20],[3001_PERSON12]"
3001_21_JUMP_STREET_01.38.05.785-01.38.08.698,01.38.05.785,01.38.08.698,01.38.05.785,01.38.08.698,[3001_PERSON6]
3001_21_JUMP_STREET_01.38.11.167-01.38.14.139,01.38.11.167,01.38.14.139,01.38.11.167,01.38.14.139,"[3001_PERSON20],[3001_PERSON17]"
3001_21_JUMP_STREET_01.38.14.893-01.38.17.704,01.38.14.893,01.38.17.704,01.38.14.893,01.38.17.704,"[3001_PERSON17],[3001_PERSON10]"
3001_21_JUMP_STREET_01.38.27.327-01.38.32.316,01.38.27.327,01.38.32.316,01.38.27.327,01.38.32.316,[3001_PERSON10]
3001_21_JUMP_STREET_01.38.29.816-01.38.32.316,01.38.29.816,01.38.32.316,01.38.29.816,01.38.32.316,"[3001_PERSON10],[3001_PERSON17]"
3001_21_JUMP_STREET_01.38.44.642-01.38.45.823,01.38.44.642,01.38.45.823,01.38.44.233,01.38.46.233,"[3001_PERSON17],[3001_PERSON20]"
3001_21_JUMP_STREET_01.38.43.059-01.38.44.079,01.38.43.059,01.38.44.079,01.38.42.569,01.38.44.569,_
3001_21_JUMP_STREET_01.38.47.081-01.38.47.581,01.38.47.081,01.38.47.581,01.38.46.331,01.38.48.331,[3001_PERSON17]
3001_21_JUMP_STREET_01.38.48.681-01.38.49.381,01.38.48.681,01.38.49.381,01.38.48.031,01.38.50.031,_
3001_21_JUMP_STREET_01.38.50.581-01.38.54.465,01.38.50.581,01.38.54.465,01.38.50.581,01.38.54.465,"[3001_PERSON12],[3001_PERSON20],[3001_PERSON17]"
3001_21_JUMP_STREET_01.38.54.565-01.38.55.065,01.38.54.565,01.38.55.065,01.38.53.815,01.38.55.815,[3001_PERSON17]
3001_21_JUMP_STREET_01.38.56.598-01.38.59.657,01.38.56.598,01.38.59.657,01.38.56.598,01.38.59.657,"[3001_PERSON17],[3001_PERSON20]"
3001_21_JUMP_STREET_01.39.08.845-01.39.19.954,01.39.08.845,01.39.19.954,01.39.08.845,01.39.19.954,[3001_PERSON10]
3001_21_JUMP_STREET_01.39.37.374-01.39.43.560,01.39.37.374,01.39.43.560,01.39.37.374,01.39.43.560,_
3001_21_JUMP_STREET_01.40.04.728-01.40.11.239,01.40.04.728,01.40.11.239,01.40.04.728,01.40.11.239,[3001_PERSON10]
3001_21_JUMP_STREET_01.40.11.239-01.40.12.630,01.40.11.239,01.40.12.630,01.40.10.935,01.40.12.935,_
3001_21_JUMP_STREET_01.40.14.350-01.40.17.023,01.40.14.350,01.40.17.023,01.40.14.350,01.40.17.023,[3001_PERSON10]
3001_21_JUMP_STREET_01.40.14.716-01.40.17.535,01.40.14.716,01.40.17.535,01.40.14.716,01.40.17.535,[3001_PERSON17]
3001_21_JUMP_STREET_01.40.29.159-01.40.30.784,01.40.29.159,01.40.30.784,01.40.28.972,01.40.30.972,_
3001_21_JUMP_STREET_01.40.34.283-01.40.38.806,01.40.34.283,01.40.38.806,01.40.34.283,01.40.38.806,[3001_PERSON20]
3001_21_JUMP_STREET_01.40.40.091-01.40.44.079,01.40.40.091,01.40.44.079,01.40.40.091,01.40.44.079,[3001_PERSON6]
3001_21_JUMP_STREET_01.40.44.990-01.40.46.614,01.40.44.990,01.40.46.614,01.40.44.802,01.40.46.802,[3001_PERSON10]
3001_21_JUMP_STREET_01.40.44.849-01.40.46.080,01.40.44.849,01.40.46.080,01.40.44.465,01.40.46.465,"[3001_PERSON17],[3001_PERSON10]"
3001_21_JUMP_STREET_01.40.51.394-01.40.54.144,01.40.51.394,01.40.54.144,01.40.51.394,01.40.54.144,[3001_PERSON12]
3001_21_JUMP_STREET_01.40.54.144-01.40.57.093,01.40.54.144,01.40.57.093,01.40.54.144,01.40.57.093,"[3001_PERSON12],[3001_PERSON17]"
3001_21_JUMP_STREET_01.41.41.301-01.41.43.095,01.41.41.301,01.41.43.095,01.41.41.198,01.41.43.198,[3001_PERSON12]
3001_21_JUMP_STREET_01.41.43.095-01.41.47.707,01.41.43.095,01.41.47.707,01.41.43.095,01.41.47.707,[3001_PERSON17]
3001_21_JUMP_STREET_01.41.47.352-01.41.47.852,01.41.47.352,01.41.47.852,01.41.46.602,01.41.48.602,[3001_PERSON12]
3001_21_JUMP_STREET_01.41.47.852-01.41.48.352,01.41.47.852,01.41.48.352,01.41.47.102,01.41.49.102,_
3001_21_JUMP_STREET_01.41.49.460-01.41.51.153,01.41.49.460,01.41.51.153,01.41.49.307,01.41.51.307,[3001_PERSON17]
3001_21_JUMP_STREET_01.41.51.253-01.41.53.969,01.41.51.253,01.41.53.969,01.41.51.253,01.41.53.969,[3001_PERSON10]
3001_21_JUMP_STREET_01.41.54.337-01.42.00.044,01.41.54.337,01.42.00.044,01.41.54.337,01.42.00.044,_
3001_21_JUMP_STREET_01.42.00.044-01.42.02.891,01.42.00.044,01.42.02.891,01.42.00.044,01.42.02.891,_
3001_21_JUMP_STREET_01.42.03.355-01.42.07.149,01.42.03.355,01.42.07.149,01.42.03.355,01.42.07.149,[3001_PERSON17]
3001_21_JUMP_STREET_01.42.07.421-01.42.15.491,01.42.07.421,01.42.15.491,01.42.07.421,01.42.15.491,_
3001_21_JUMP_STREET_01.42.15.931-01.42.18.146,01.42.15.931,01.42.18.146,01.42.15.931,01.42.18.146,_
3001_21_JUMP_STREET_01.42.18.922-01.42.24.181,01.42.18.922,01.42.24.181,01.42.18.922,01.42.24.181,"[3001_PERSON17],[3001_PERSON10],[3001_PERSON7]"
3001_21_JUMP_STREET_01.42.24.181-01.42.27.022,01.42.24.181,01.42.27.022,01.42.24.181,01.42.27.022,[3001_PERSON22]
3001_21_JUMP_STREET_01.42.25.322-01.42.29.033,01.42.25.322,01.42.29.033,01.42.25.322,01.42.29.033,[3001_PERSON22]
3001_21_JUMP_STREET_01.42.34.937-01.42.38.219,01.42.34.937,01.42.38.219,01.42.34.937,01.42.38.219,[3001_PERSON22]
3001_21_JUMP_STREET_01.42.39.225-01.42.40.850,01.42.39.225,01.42.40.850,01.42.39.038,01.42.41.038,[3001_PERSON22]
3001_21_JUMP_STREET_01.43.02.266-01.43.04.644,01.43.02.266,01.43.04.644,01.43.02.266,01.43.04.644,_
3001_21_JUMP_STREET_01.43.05.677-01.43.09.234,01.43.05.677,01.43.09.234,01.43.05.677,01.43.09.234,_
3001_21_JUMP_STREET_01.43.10.792-01.43.13.806,01.43.10.792,01.43.13.806,01.43.10.792,01.43.13.806,_
3001_21_JUMP_STREET_01.43.14.006-01.43.17.603,01.43.14.006,01.43.17.603,01.43.14.006,01.43.17.603,_
3001_21_JUMP_STREET_01.44.32.051-01.44.35.096,01.44.32.051,01.44.35.096,01.44.32.051,01.44.35.096,_
3001_21_JUMP_STREET_01.44.35.013-01.44.44.611,01.44.35.013,01.44.44.611,01.44.35.013,01.44.44.611,_
3001_21_JUMP_STREET_01.44.44.911-01.44.45.714,01.44.44.911,01.44.45.714,01.44.44.313,01.44.46.313,_
3002_30_MINUTES_OR_LESS_00.02.43.000-00.02.46.619,00.02.43.000,00.02.46.619,00.02.43.000,00.02.46.619,[3002_PERSON7]
3002_30_MINUTES_OR_LESS_00.03.28.000-00.03.32.058,00.03.28.000,00.03.32.058,00.03.28.000,00.03.32.058,[3002_PERSON7]
3002_30_MINUTES_OR_LESS_00.03.37.000-00.03.38.944,00.03.37.000,00.03.38.944,00.03.36.972,00.03.38.972,[3002_PERSON7]
3002_30_MINUTES_OR_LESS_00.03.40.059-00.03.45.728,00.03.40.059,00.03.45.728,00.03.40.059,00.03.45.728,_
3002_30_MINUTES_OR_LESS_00.03.45.800-00.03.48.381,00.03.45.800,00.03.48.381,00.03.45.800,00.03.48.381,_
3002_30_MINUTES_OR_LESS_00.03.47.000-00.03.53.029,00.03.47.000,00.03.53.029,00.03.47.000,00.03.53.029,_
3002_30_MINUTES_OR_LESS_00.03.54.500-00.03.59.892,00.03.54.500,00.03.59.892,00.03.54.500,00.03.59.892,_
3002_30_MINUTES_OR_LESS_00.03.59.892-00.04.07.878,00.03.59.892,00.04.07.878,00.03.59.892,00.04.07.878,[3002_PERSON7]
3002_30_MINUTES_OR_LESS_00.04.12.512-00.04.16.432,00.04.12.512,00.04.16.432,00.04.12.512,00.04.16.432,_
3002_30_MINUTES_OR_LESS_00.04.17.849-00.04.22.470,00.04.17.849,00.04.22.470,00.04.17.849,00.04.22.470,_
3002_30_MINUTES_OR_LESS_00.04.41.300-00.04.44.576,00.04.41.300,00.04.44.576,00.04.41.300,00.04.44.576,[3002_PERSON2]
3002_30_MINUTES_OR_LESS_00.05.35.700-00.05.36.924,00.05.35.700,00.05.36.924,00.05.35.312,00.05.37.312,_
3002_30_MINUTES_OR_LESS_00.05.36.324-00.05.40.094,00.05.36.324,00.05.40.094,00.05.36.324,00.05.40.094,_
3002_30_MINUTES_OR_LESS_00.05.42.000-00.05.44.737,00.05.42.000,00.05.44.737,00.05.42.000,00.05.44.737,[3002_PERSON3]
3002_30_MINUTES_OR_LESS_00.05.42.875-00.05.45.816,00.05.42.875,00.05.45.816,00.05.42.875,00.05.45.816,[3002_PERSON10]
3002_30_MINUTES_OR_LESS_00.06.17.868-00.06.20.623,00.06.17.868,00.06.20.623,00.06.17.868,00.06.20.623,[3002_PERSON3]
3002_30_MINUTES_OR_LESS_00.06.20.400-00.06.22.975,00.06.20.400,00.06.22.975,00.06.20.400,00.06.22.975,[3002_PERSON10]
3002_30_MINUTES_OR_LESS_00.06.23.700-00.06.27.989,00.06.23.700,00.06.27.989,00.06.23.700,00.06.27.989,[3002_PERSON3]
3002_30_MINUTES_OR_LESS_00.06.30.731-00.06.34.490,00.06.30.731,00.06.34.490,00.06.30.731,00.06.34.490,_
3002_30_MINUTES_OR_LESS_00.06.36.641-00.06.39.433,00.06.36.641,00.06.39.433,00.06.36.641,00.06.39.433,_
3002_30_MINUTES_OR_LESS_00.06.42.655-00.06.44.147,00.06.42.655,00.06.44.147,00.06.42.401,00.06.44.401,_
3002_30_MINUTES_OR_LESS_00.07.28.000-00.07.32.864,00.07.28.000,00.07.32.864,00.07.28.000,00.07.32.864,"[3002_PERSON3],[3002_PERSON9]"
3002_30_MINUTES_OR_LESS_00.07.40.000-00.07.41.612,00.07.40.000,00.07.41.612,00.07.39.806,00.07.41.806,[3002_PERSON3]
3002_30_MINUTES_OR_LESS_00.07.43.000-00.07.46.168,00.07.43.000,00.07.46.168,00.07.43.000,00.07.46.168,[3002_PERSON3]
3002_30_MINUTES_OR_LESS_00.07.50.400-00.07.51.620,00.07.50.400,00.07.51.620,00.07.50.010,00.07.52.010,"[3002_PERSON3],[3002_PERSON10]"
3002_30_MINUTES_OR_LESS_00.07.51.620-00.07.53.890,00.07.51.620,00.07.53.890,00.07.51.620,00.07.53.890,_
3002_30_MINUTES_OR_LESS_00.07.58.278-00.08.01.234,00.07.58.278,00.08.01.234,00.07.58.278,00.08.01.234,[3002_PERSON3]
3002_30_MINUTES_OR_LESS_00.08.03.000-00.08.04.995,00.08.03.000,00.08.04.995,00.08.02.998,00.08.04.998,[3002_PERSON3]
3002_30_MINUTES_OR_LESS_00.08.07.600-00.08.10.300,00.08.07.600,00.08.10.300,00.08.07.600,00.08.10.300,_
3002_30_MINUTES_OR_LESS_00.08.12.455-00.08.20.652,00.08.12.455,00.08.20.652,00.08.12.455,00.08.20.652,_
3002_30_MINUTES_OR_LESS_00.08.20.652-00.08.24.280,00.08.20.652,00.08.24.280,00.08.20.652,00.08.24.280,[3002_PERSON7]
3002_30_MINUTES_OR_LESS_00.08.23.680-00.08.25.642,00.08.23.680,00.08.25.642,00.08.23.661,00.08.25.661,_
3002_30_MINUTES_OR_LESS_00.08.26.736-00.08.27.486,00.08.26.736,00.08.27.486,00.08.26.111,00.08.28.111,[3002_PERSON7]
3002_30_MINUTES_OR_LESS_00.08.27.386-00.08.28.191,00.08.27.386,00.08.28.191,00.08.26.789,00.08.28.789,_
3002_30_MINUTES_OR_LESS_00.08.50.730-00.08.56.482,00.08.50.730,00.08.56.482,00.08.50.730,00.08.56.482,_
3002_30_MINUTES_OR_LESS_00.10.16.605-00.10.28.053,00.10.16.605,00.10.28.053,00.10.16.605,00.10.28.053,[3002_PERSON3]
3002_30_MINUTES_OR_LESS_00.11.06.200-00.11.10.330,00.11.06.200,00.11.10.330,00.11.06.200,00.11.10.330,[3002_PERSON3]
3002_30_MINUTES_OR_LESS_00.11.14.620-00.11.18.036,00.11.14.620,00.11.18.036,00.11.14.620,00.11.18.036,[3002_PERSON5]
3002_30_MINUTES_OR_LESS_00.11.17.825-00.11.21.917,00.11.17.825,00.11.21.917,00.11.17.825,00.11.21.917,[3002_PERSON5]
3002_30_MINUTES_OR_LESS_00.11.31.200-00.11.35.456,00.11.31.200,00.11.35.456,00.11.31.200,00.11.35.456,[3002_PERSON5]
3002_30_MINUTES_OR_LESS_00.11.49.847-00.11.52.290,00.11.49.847,00.11.52.290,00.11.49.847,00.11.52.290,[3002_PERSON5]
3002_30_MINUTES_OR_LESS_00.12.00.640-00.12.02.518,00.12.00.640,00.12.02.518,00.12.00.579,00.12.02.579,[3002_PERSON3]
3002_30_MINUTES_OR_LESS_00.12.02.747-00.12.07.241,00.12.02.747,00.12.07.241,00.12.02.747,00.12.07.241,[3002_PERSON5]
3002_30_MINUTES_OR_LESS_00.12.06.641-00.12.09.666,00.12.06.641,00.12.09.666,00.12.06.641,00.12.09.666,[3002_PERSON3]
3002_30_MINUTES_OR_LESS_00.12.11.388-00.12.16.619,00.12.11.388,00.12.16.619,00.12.11.388,00.12.16.619,_
3002_30_MINUTES_OR_LESS_00.12.15.219-00.12.17.817,00.12.15.219,00.12.17.817,00.12.15.219,00.12.17.817,"[3002_PERSON7],[3002_PERSON2]"
3002_30_MINUTES_OR_LESS_00.12.32.000-00.12.34.589,00.12.32.000,00.12.34.589,00.12.32.000,00.12.34.589,[3002_PERSON2]
3002_30_MINUTES_OR_LESS_00.13.10.849-00.13.13.224,00.13.10.849,00.13.13.224,00.13.10.849,00.13.13.224,[3002_PERSON2]
3002_30_MINUTES_OR_LESS_00.13.49.700-00.13.51.334,00.13.49.700,00.13.51.334,00.13.49.517,00.13.51.517,[3002_PERSON7]
3002_30_MINUTES_OR_LESS_00.14.27.000-00.14.33.224,00.14.27.000,00.14.33.224,00.14.27.000,00.14.33.224,_
3002_30_MINUTES_OR_LESS_00.14.50.700-00.14.57.834,00.14.50.700,00.14.57.834,00.14.50.700,00.14.57.834,[3002_PERSON2]
3002_30_MINUTES_OR_LESS_00.14.57.800-00.15.02.382,00.14.57.800,00.15.02.382,00.14.57.800,00.15.02.382,"[3002_PERSON7],[3002_PERSON2]"
3002_30_MINUTES_OR_LESS_00.15.02.800-00.15.05.654,00.15.02.800,00.15.05.654,00.15.02.800,00.15.05.654,"[3002_PERSON7],[3002_PERSON2]"
3002_30_MINUTES_OR_LESS_00.15.06.100-00.15.14.623,00.15.06.100,00.15.14.623,00.15.06.100,00.15.14.623,[3002_PERSON2]
3002_30_MINUTES_OR_LESS_00.15.16.400-00.15.18.715,00.15.16.400,00.15.18.715,00.15.16.400,00.15.18.715,[3002_PERSON2]
3002_30_MINUTES_OR_LESS_00.15.27.200-00.15.30.571,00.15.27.200,00.15.30.571,00.15.27.200,00.15.30.571,[3002_PERSON7]
3002_30_MINUTES_OR_LESS_00.15.42.296-00.15.45.320,00.15.42.296,00.15.45.320,00.15.42.296,00.15.45.320,[3002_PERSON7]
3002_30_MINUTES_OR_LESS_00.15.51.655-00.15.59.218,00.15.51.655,00.15.59.218,00.15.51.655,00.15.59.218,"[3002_PERSON3],[3002_PERSON10]"
3002_30_MINUTES_OR_LESS_00.16.09.800-00.16.21.020,00.16.09.800,00.16.21.020,00.16.09.800,00.16.21.020,[3002_PERSON3]
3002_30_MINUTES_OR_LESS_00.18.38.400-00.18.42.949,00.18.38.400,00.18.42.949,00.18.38.400,00.18.42.949,[3002_PERSON3]
3002_30_MINUTES_OR_LESS_00.18.52.001-00.18.54.747,00.18.52.001,00.18.54.747,00.18.52.001,00.18.54.747,_
3002_30_MINUTES_OR_LESS_00.19.19.000-00.19.21.476,00.19.19.000,00.19.21.476,00.19.19.000,00.19.21.476,[3002_PERSON10]
3002_30_MINUTES_OR_LESS_00.20.17.400-00.20.19.761,00.20.17.400,00.20.19.761,00.20.17.400,00.20.19.761,_
3002_30_MINUTES_OR_LESS_00.20.27.660-00.20.35.323,00.20.27.660,00.20.35.323,00.20.27.660,00.20.35.323,_
3002_30_MINUTES_OR_LESS_00.20.36.146-00.20.38.700,00.20.36.146,00.20.38.700,00.20.36.146,00.20.38.700,_
3002_30_MINUTES_OR_LESS_00.20.49.700-00.20.59.496,00.20.49.700,00.20.59.496,00.20.49.700,00.20.59.496,_
3002_30_MINUTES_OR_LESS_00.20.58.800-00.21.04.466,00.20.58.800,00.21.04.466,00.20.58.800,00.21.04.466,"[3002_PERSON7],[3002_PERSON7]"
3002_30_MINUTES_OR_LESS_00.21.04.880-00.21.06.416,00.21.04.880,00.21.06.416,00.21.04.648,00.21.06.648,_
3002_30_MINUTES_OR_LESS_00.21.06.716-00.21.14.769,00.21.06.716,00.21.14.769,00.21.06.716,00.21.14.769,_
3002_30_MINUTES_OR_LESS_00.21.14.769-00.21.23.975,00.21.14.769,00.21.23.975,00.21.14.769,00.21.23.975,_
3002_30_MINUTES_OR_LESS_00.21.24.801-00.21.31.920,00.21.24.801,00.21.31.920,00.21.24.801,00.21.31.920,_
